Nama PT,Prodies
Universitas Muhammadiyah Sidoarjo,Pendidikan Guru Sekolah Dasar (S1)
Universitas Muhammadiyah Sidoarjo,Pendidikan IPA (S1)
Universitas Muhammadiyah Sidoarjo,Pendidikan Islam (S2)
Universitas Muhammadiyah Sidoarjo,Pendidikan Profesi Bidan (Profesi)
Universitas Muhammadiyah Sidoarjo,Pendidikan Profesi Dokter Gigi (Profesi)
Universitas Muhammadiyah Sidoarjo,Pendidikan Teknologi Informasi (S1)
Universitas Muhammadiyah Sidoarjo,Pendidikan Teknologi Informatika dan Komputer (S1)
Universitas Muhammadiyah Sidoarjo,Perbankan Syariah (S1)
Universitas Muhammadiyah Sidoarjo,Psikologi (S1)
Universitas Muhammadiyah Sidoarjo,Teknik Elektro (S1)
Universitas Muhammadiyah Sidoarjo,Teknik Industri (S1)
Universitas Muhammadiyah Sidoarjo,Teknik Informatika (S1)
Universitas Muhammadiyah Sidoarjo,Teknik Informatika (D3)
Universitas Muhammadiyah Sidoarjo,Teknik Mesin (S1)
Universitas Muhammadiyah Sidoarjo,Teknik Sipil (S1)
Universitas Muhammadiyah Sidoarjo,Teknologi Hasil Pertanian (S1)
Universitas Muhammadiyah Sidoarjo,Teknologi Laboratorium Medis (D4)
Universitas Muhammadiyah Sidoarjo,Teknologi Pangan (S1)
Akademi Kebidanan Permata Delima,Kebidanan (D3)
Politeknik Pelayaran Malahayati,Permesinan Kapal (D3)
Politeknik Pelayaran Malahayati,Sistem Kelistrikan kapal (D3)
Politeknik Pelayaran Malahayati,Studi Nautika (D3)
Politeknik Dharma Patria,Akuntansi (D3)
Politeknik Dharma Patria,Manajemen Sumber Daya Manusia Sektor Publik (D4)
Politeknik Dharma Patria,Mesin Otomotif (D3)
Politeknik Dharma Patria,Teknik Elektronika (D3)
Politeknik Dharma Patria,Teknik Mesin (D3)
Akademi Kebidanan Graha Husada Sampang,Kebidanan (D3)
Institut Ilmu Keislaman Zainul Hasan Genggong,Ekonomi Syari'ah (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Ilmu Tasawuf (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Manajemen Keuangan Syariah (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Manajemen Pendidikan Islam (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Pendidikan Agama Islam (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Pendidikan Bahasa Arab (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Pendidikan Guru Madrasah Ibtidaiyah (PGMI) (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Pendidikan Islam Anak Usia Dini (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Perbandingan Madzhab (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Perbankan Syari'ah (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Tadris Bahasa Indonesia (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Tadris Bahasa Inggris (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Tadris IPS (S1)
Institut Ilmu Keislaman Zainul Hasan Genggong,Tadris Matematika (S1)
STAI Ma`arif Magetan,Pendidikan Agama Islam (S1)
STAI Ma`arif Magetan,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAI Ma`arif Magetan,Pendidikan Islam Anak Usia Dini (S1)
Sekolah Tinggi Ilmu Ekonomi Bank BPD Jawa Tengah,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Bank BPD Jawa Tengah,Manajemen (S2)
Sekolah Tinggi Ilmu Ekonomi Bank BPD Jawa Tengah,Manajemen (S1)
Akademi kebidanan Darussalam Martapura,Kebidanan (D3)
Akademi Keperawatan Pemkab Cianjur,Keperawatan (D3)
Universitas Handayani Makassar,Administrasi Publik (S1)
Universitas Handayani Makassar,Hukum (S1)
Universitas Handayani Makassar,Kewirausahaan (S1)
Universitas Handayani Makassar,Komputerisasi Akuntansi (D3)
Universitas Handayani Makassar,Manajemen Informatika (D3)
Universitas Handayani Makassar,Pendidikan Teknologi Informasi (S1)
Universitas Handayani Makassar,Sistem Informasi (S1)
Universitas Handayani Makassar,Sistem Komputer (S2)
Universitas Handayani Makassar,Sistem Komputer (S1)
Universitas Handayani Makassar,Teknik Informatika (D3)
Universitas Handayani Makassar,Teknik Informatika (S1)
Politeknik Sawunggalih Aji,Administrasi Bisnis (D3)
Politeknik Sawunggalih Aji,Akuntansi (D3)
Politeknik Sawunggalih Aji,Bisnis Digital (D4)
Politeknik Sawunggalih Aji,Teknik Informatika (D3)
Politeknik Sawunggalih Aji,Teknologi Rekayasa Perangkat Lunak (D4)
Akademi Kebidanan Kesatria Praya,Kebidanan (D3)
"STAI Nurul Iman Parung, Bogor",Ahwal Al-Syakhshiyyah (S1)
"STAI Nurul Iman Parung, Bogor",Ilmu Al-Qur`an dan Tafsir (S1)
"STAI Nurul Iman Parung, Bogor",Ilmu Hadis (S1)
"STAI Nurul Iman Parung, Bogor",Manajemen Pendidikan Islam (S1)
"STAI Nurul Iman Parung, Bogor",Pendidikan Bahasa Arab (S1)
STIKES Bataraguru Soroaka,Ilmu Keperawatan (S1)
STIKES Bataraguru Soroaka,Kebidanan (D3)
Sekolah Tinggi Transportasi Darat Bekasi,LALU LINTAS DAN ANGKUTAN JALAN (D3)
Sekolah Tinggi Transportasi Darat Bekasi,Lalu Lintas Sungai Danau dan Penyeberangan (D3)
Sekolah Tinggi Transportasi Darat Bekasi,Pengujian Kendaraan Bermotor (D2)
Sekolah Tinggi Transportasi Darat Bekasi,Perkeretaapian (D3)
Sekolah Tinggi Transportasi Darat Bekasi,Transportasi Darat (D4)
STEI Tiara Rawamangun,Ekonomi Islam (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Hukum Ekonomi Syari`ah (Mu`amalah) (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Hukum Ekonomi Syariah (Mu'amalah) (S2)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Ilmu Al-Qur'an dan Tafsir (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Ilmu Al-Qur`an dan Tafsir (S3)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Ilmu Al-Qur`an dan Tafsir (S2)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Komunikasi dan Penyiaran Islam (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Manajemen Zakat dan Wakaf (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Pendidikan Agama Islam (S1)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Pendidikan Agama Islam (S2)
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Pendidikan Islam Anak Usia Dini (S1)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Ilmu Komunikasi (S1)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Ilmu Pemerintahan (S2)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Ilmu Pemerintahan (S1)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Ilmu Sosiatri (S1)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Pembangunan Masyarakat Desa (D3)
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,Pembangunan Sosial (S1)
Akademi Sekretari Dan Manajemen Lepisi,Manajemen Administrasi (D3)
Akademi Sekretari Dan Manajemen Lepisi,Sekretari (D3)
STIE Muhammadiyah Pekalongan,Akuntansi (S1)
STIE Muhammadiyah Pekalongan,Akuntansi (D3)
STIE Muhammadiyah Pekalongan,Ekonomi Islam (S1)
STIE Muhammadiyah Pekalongan,Manajemen (S1)
STAI Al-Anwar Sarang Rembang,Ilmu Al-Qur`an dan Tafsir (S1)
STAI Al-Anwar Sarang Rembang,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAI Al-Anwar Sarang Rembang,Perbandingan Mazhab (S1)
Sekolah Tinggi Agama Islam Samarinda,Hukum Keluarga (Ahwal Al Syakhshiyah) (S1)
Sekolah Tinggi Agama Islam Samarinda,Pendidikan Guru Madrasah Ibtidaiyah (S1)
"STIT Muhammadiyah Sibolga, Tapanuli Tengah, Sumatera Utara",Pendidikan Agama Islam (S1)
STIT Ahlussunnah Bukittinggi,Bimbingan dan Konseling Pendidikan Islam (S1)
STIT Ahlussunnah Bukittinggi,Manajemen Pendidikan Islam (S1)
STIT Ahlussunnah Bukittinggi,Pendidikan Agama Islam (S1)
STIT Ar-Raudhah,Pendidikan Agama Islam (S1)
STIT Ar-Raudhah,Pendidikan Islam Anak Usia Dini (S1)
Universitas Pohuwato,Administrasi Pendidikan (S1)
Universitas Pohuwato,Agroteknologi (S1)
Universitas Pohuwato,Akuakultur (S1)
Universitas Pohuwato,Arsitektur (S1)
Universitas Pohuwato,Hukum (S1)
Universitas Pohuwato,Ilmu Pemerintahan (S1)
Universitas Pohuwato,Informatika (S1)
Universitas Pohuwato,Pendidikan Bahasa Inggris (S1)
Universitas Pohuwato,Pendidikan Guru Sekolah Dasar (S1)
Universitas Pohuwato,Pendidikan Matematika (S1)
Universitas Pohuwato,Perencanaan Wilayah (S1)
Universitas Pohuwato,Sistem Informasi (S1)
Universitas Pohuwato,Teknik Sipil (S1)
Universitas Islam Syarifuddin Lumajang,Akuntansi Syari`ah (S1)
Universitas Islam Syarifuddin Lumajang,Bimbingan dan Konseling Islam (S1)
Universitas Islam Syarifuddin Lumajang,Ekonomi Syariah (S1)
Universitas Islam Syarifuddin Lumajang,Komunikasi dan Penyiaran Islam (S1)
Universitas Islam Syarifuddin Lumajang,Manajemen Dakwah (S1)
Universitas Islam Syarifuddin Lumajang,Pendidikan Agama Islam (S1)
Universitas Islam Syarifuddin Lumajang,Pendidikan Agama Islam (S2)
Universitas Islam Syarifuddin Lumajang,Pendidikan Guru Madrasah Ibtidaiyah (PGMI) (S1)
Akademi Keperawatan Pemkab Buton,Keperawatan (D3)
STIKES Yarsi Surabaya,Ilmu Keperawatan (S1)
STIKES Yarsi Surabaya,Kebidanan (D3)
STIKES Yarsi Surabaya,Keperawatan (D3)
STIKES Yarsi Surabaya,Ners (Profesi)
Akademi Kebidanan Sari Mutiara,Kebidanan (D3)
STIKES Citra Husada Mandiri,Farmasi (S1)
STIKES Citra Husada Mandiri,Ilmu Keperawatan (S1)
STIKES Citra Husada Mandiri,Kebidanan (D3)
STIKES Citra Husada Mandiri,Profesi Ners (Profesi)
Sekolah Tinggi Ilmu Kesehatan Semarang,Administrasi Kesehatan (S1)
Sekolah Tinggi Ilmu Kesehatan Semarang,Teknik Elektro Medik (D3)
Akademi Kebidanan YPDR,Kebidanan (D3)
Sekolah Tinggi Agama Kristen Informatika Timor,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Agama Kristen Informatika Timor,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Agama Kristen Informatika Timor,Teologi (S1)
Sekolah Tinggi Agama Kristen Informatika Timor,Teologi (Profesi/MA) (S2)
Universitas Caritas Indonesia,Akuntansi (D3)
Universitas Caritas Indonesia,Ilmu Hukum (S1)
Universitas Caritas Indonesia,Ilmu Lingkungan (S1)
Universitas Caritas Indonesia,Manajemen (S1)
Universitas Caritas Indonesia,Rekayasa Kehutanan (S1)
Universitas Caritas Indonesia,Sains Kelautan (S1)
"STIT Babussalam, Aceh Tenggara",Manajemen Pendidikan Islam (S1)
"STIT Babussalam, Aceh Tenggara",Pendidikan Guru Madrasah Ibtidaiyah (S1)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Geofisika (D4)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Geofisika (D1)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Geofisika (D3)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,INSTRU meteorologi klimatologi&geofisika (D3)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,INSTRU meteorologi klimatologi&geofisika (D1)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Instrumentasi Meteorologi Klimatologi dan Geofisika (D4)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Klimatologi (D1)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Klimatologi (D3)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Klimatologi (D4)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Meteorologi (D3)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Meteorologi (D4)
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Meteorologi (D1)
Akademi Kebidanan Medica Bakti Persada,Kebidanan (D3)
Sekolah Tinggi Ilmu Ekonomi Wiyatamandala,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Wiyatamandala,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Wiyatamandala,Manajemen (S1)
Sekolah Tinggi Ilmu Hukum Riau,Hukum (S1)
STMIK Inovasi Sains Teknologi Bisnis,Sistem Informasi (S1)
STMIK Inovasi Sains Teknologi Bisnis,Teknik Informatika (S1)
Akademi Manajemen Putra Jaya,Manajemen Perdagangan (D3)
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Bisnis Digital (S1)
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Informatika (S1)
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Kebidanan (D3)
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Sains Data (S1)
Universitas Nurdin Hamzah,Ilmu Komunikasi (S1)
Universitas Nurdin Hamzah,Ilmu Pemerintahan (S1)
Universitas Nurdin Hamzah,Sistem Informasi (S1)
Universitas Nurdin Hamzah,Teknik Informatika (S1)
Universitas Nurdin Hamzah,Teknologi Informasi (S1)
Universitas Kusuma Husada Surakarta,Administrasi Kesehatan (S1)
Universitas Kusuma Husada Surakarta,Administrasi Rumah Sakit (S1)
Universitas Kusuma Husada Surakarta,Bisnis Digital (S1)
Universitas Kusuma Husada Surakarta,Farmasi (S1)
Universitas Kusuma Husada Surakarta,Fisioterapi (S1)
Universitas Kusuma Husada Surakarta,Gizi (S1)
Universitas Kusuma Husada Surakarta,Informatika (S1)
Universitas Kusuma Husada Surakarta,Kebidanan (D3)
Universitas Kusuma Husada Surakarta,Kebidanan (S1)
Universitas Kusuma Husada Surakarta,Keperawatan (S1)
Universitas Kusuma Husada Surakarta,Keperawatan (D3)
Universitas Kusuma Husada Surakarta,Pendidikan Profesi Bidan (Profesi)
Universitas Kusuma Husada Surakarta,Perdagangan Internasional (S1)
Universitas Kusuma Husada Surakarta,Profesi Ners (Profesi)
Universitas Kusuma Husada Surakarta,Promosi Kesehatan (D4)
Politeknik Negeri Nusa Utara,Keperawatan (D3)
Politeknik Negeri Nusa Utara,Manajemen Informatika (D3)
Politeknik Negeri Nusa Utara,Pengolahan Dan Penyimpanan Hasil Perikanan (D4)
Politeknik Negeri Nusa Utara,Sistem Informasi (D3)
Politeknik Negeri Nusa Utara,Teknologi Budidaya Ikan (D3)
Politeknik Negeri Nusa Utara,Teknologi Penangkapan Ikan (D3)
Politeknik Negeri Nusa Utara,Teknologi Pengolahan Hasil Laut (D3)
Akademi Kebidanan Merangin,Kebidanan (D3)
STIKES Mamba ul Ulum Surakarta,Administrasi Rumah Sakit (S1)
STIKES Mamba ul Ulum Surakarta,Farmasi (S1)
STIKES Mamba ul Ulum Surakarta,Kebidanan (D3)
STIKES Mamba ul Ulum Surakarta,Keperawatan (D3)
Universitas Islam Tribakti Lirboyo Kediri,Bimbingan Konseling Islam (S1)
Universitas Islam Tribakti Lirboyo Kediri,Ekonomi Syariah (S1)
Universitas Islam Tribakti Lirboyo Kediri,Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
Universitas Islam Tribakti Lirboyo Kediri,Ilmu Al Quran dan Tafsir (S1)
Universitas Islam Tribakti Lirboyo Kediri,Komunikasi dan Penyiaran Islam (S1)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Agama Islam (S1)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Agama Islam (S2)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Bahasa Arab (S1)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Guru Madrasah Ibtidaiyah (S2)
Universitas Islam Tribakti Lirboyo Kediri,Pendidikan Islam Anak Usia Dini (S1)
Universitas Islam Tribakti Lirboyo Kediri,Perbankan Syariah (S1)
Universitas Islam Tribakti Lirboyo Kediri,Psikologi Islam (S1)
Universitas Islam Tribakti Lirboyo Kediri,Tadris Bahasa Indonesia (S1)
Universitas Islam Tribakti Lirboyo Kediri,Tadris Bahasa Inggris (S1)
Universitas Islam Tribakti Lirboyo Kediri,Tadris Matematika (S1)
Politeknik Balekambang Jepara,Administrasi Bisnis Internasional (D4)
Politeknik Balekambang Jepara,Agribisnis Peternakan (D4)
Politeknik Balekambang Jepara,Akuntansi Keuangan Publik (D4)
Politeknik Balekambang Jepara,Rekayasa Perangkat Lunak (D4)
STKIP Nusa Timor,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
STKIP Nusa Timor,Pendidikan Guru Sekolah Dasar (S1)
Universitas Veteran Bangun Nusantara,Administrasi Rumah Sakit (D3)
Universitas Veteran Bangun Nusantara,Agribisnis (S1)
Universitas Veteran Bangun Nusantara,Akuntansi (S1)
Universitas Veteran Bangun Nusantara,Bimbingan Dan Konseling (S1)
Universitas Veteran Bangun Nusantara,Hukum (S1)
Universitas Veteran Bangun Nusantara,Ilmu Komunikasi (S1)
Universitas Veteran Bangun Nusantara,Kesehatan Masyarakat (S1)
Universitas Veteran Bangun Nusantara,Manajemen (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Bahasa Dan Sastra Daerah (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Bahasa Dan Sastra Indonesia (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Bahasa Indonesia (S2)
Universitas Veteran Bangun Nusantara,Pendidikan Bahasa Inggris (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Biologi (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Geografi (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Guru Sekolah Dasar (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Jasmani (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Matematika (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Pancasila Dan Kewarganegaraan (S1)
Universitas Veteran Bangun Nusantara,Pendidikan Profesi Guru (Profesi)
Universitas Veteran Bangun Nusantara,Pendidikan Sejarah (S1)
Universitas Veteran Bangun Nusantara,Perekam dan Informasi Kesehatan (D3)
Universitas Veteran Bangun Nusantara,Peternakan (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Pendidikan Bahasa dan Sastra Daerah (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Pendidikan Bahasa dan Sastra Indonesia (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Pendidikan Biologi (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Pendidikan Matematika (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Pendidikan Pancasila dan Kewarganegaraan (S1)
Universitas Veteran Bangun Nusantara,PSKGJ Psikologi Pendidikan dan Bimbingan (S1)
Universitas Veteran Bangun Nusantara,Rekam Medis dan Informasi Kesehatan (D3)
Universitas Veteran Bangun Nusantara,Teknik Industri (S1)
Universitas Veteran Bangun Nusantara,Teknik Sipil (S1)
Universitas Veteran Bangun Nusantara,Teknologi Hasil Pertanian (S1)
Universitas Veteran Bangun Nusantara,Teknologi Pendidikan (S1)
Akademi Akuntansi Trinitas Sorong,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Riama,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Riama,Manajemen (S1)
STAI Nur El Ghazy Bekasi,Komunikasi dan Penyiaran Islam (S1)
STAI Nur El Ghazy Bekasi,Pendidikan Agama Islam (S1)
AMIK Teknokrat,Komputerisasi Akuntansi (D3)
AMIK Teknokrat,Manajemen Informatika (D3)
AMIK Teknokrat,Teknik Komputer (D3)
"STAI Al-Ikhlas Sidikalang, Dairi, Sumatera Utara",Hukum Tatanegara (syiasah) (S1)
"STAI Al-Ikhlas Sidikalang, Dairi, Sumatera Utara",Pendidikan Agama Islam (S1)
Universitas Puangrimaggalatung,Administrasi Bisnis (D3)
Universitas Puangrimaggalatung,Administrasi Kesehatan (S1)
Universitas Puangrimaggalatung,Administrasi Pendidikan (S1)
Universitas Puangrimaggalatung,Administrasi Pendidikan (S2)
Universitas Puangrimaggalatung,Administrasi Publik (S2)
Universitas Puangrimaggalatung,Administrasi Publik (S1)
Universitas Puangrimaggalatung,Agribisnis (S1)
Universitas Puangrimaggalatung,Agroteknologi (S1)
Universitas Puangrimaggalatung,Kebidanan (D3)
Universitas Puangrimaggalatung,Keperawatan (S1)
Universitas Puangrimaggalatung,Manajemen Sumber Daya Perairan (S1)
Universitas Puangrimaggalatung,Nutrisi dan Teknologi Pakan Ternak (S1)
Universitas Puangrimaggalatung,Pendidikan Bahasa Indonesia (S1)
Universitas Puangrimaggalatung,Pendidikan Biologi (S1)
Akademi Agrobisnis Bumi Sebalo,Agrobisnis (D3)
Sekolah Tinggi Ilmu Psikologi Widya Dharma,Psikologi (S1)
Universitas Nahdlatul Ulama Maluku Utara,Biologi (S1)
Universitas Nahdlatul Ulama Maluku Utara,Kimia (S1)
Universitas Nahdlatul Ulama Maluku Utara,Pendidikan Ilmu Pengetahuan Alam (S1)
Universitas Nahdlatul Ulama Maluku Utara,Pendidikan Ilmu Pengetahuan Sosial (S1)
Universitas Nahdlatul Ulama Maluku Utara,Perencanaan Wilayah dan Kota (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Ekonomi Syari`ah (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Manajemen Pendidikan Islam (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Pendidikan Agama Islam (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Pendidikan Bahasa Arab (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Pendidikan Islam Anak Usia Dini (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Perbankan Syari'ah (S1)
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,Studi Islam (S2)
Akademi Keperawatan Bidara Mukti,Keperawatan (D3)
Sekolah Tinggi Ilmu Pertanian Yapim Maros,Agribisnis (S1)
Sekolah Tinggi Ilmu Pertanian Yapim Maros,Agroteknologi (S1)
Sekolah Tinggi Ilmu Pertanian Yapim Maros,Peternakan (S1)
AMIK BSI Bogor,Komputerisasi Akuntansi (D3)
AMIK BSI Bogor,Komputerisasi Akuntansi (D1)
AMIK BSI Bogor,Manajemen Informatika (D1)
AMIK BSI Bogor,Manajemen Informatika (D3)
Universitas Sains Alqur an,Akuntansi (S1)
Universitas Sains Alqur an,Arsitektur (S1)
Universitas Sains Alqur an,Hukum Ekonomi Syari`ah (Mu`amalah) (S1)
Universitas Sains Alqur an,Hukum Keluarga (Ahwal Syakhshiyah) (S1)
Universitas Sains Alqur an,Ilmu Al Qur'an dan Tafsir (S2)
Universitas Sains Alqur an,Ilmu Al-Qur`an dan Tafsir (S1)
Universitas Sains Alqur an,Ilmu Hukum (S1)
Universitas Sains Alqur an,Ilmu Politik (S1)
Universitas Sains Alqur an,Kebidanan (D3)
Universitas Sains Alqur an,Keperawatan (S1)
Universitas Sains Alqur an,Keperawatan (D3)
Universitas Sains Alqur an,Komunikasi dan Penyiaran Islam (S1)
Universitas Sains Alqur an,Manajemen (S1)
Universitas Sains Alqur an,Manajemen Informatika (D3)
Universitas Sains Alqur an,Mesin Produksi (D3)
Universitas Sains Alqur an,Pendidikan Agama Islam (S1)
Universitas Sains Alqur an,Pendidikan Bahasa Arab (S1)
Universitas Sains Alqur an,Pendidikan Bahasa Inggris (S1)
Universitas Sains Alqur an,Pendidikan Fisika (S1)
Universitas Sains Alqur an,Pendidikan Islam (S2)
Universitas Sains Alqur an,Pendidikan Islam (S1)
Universitas Sains Alqur an,Pendidikan Islam Anak Usia Dini (S1)
Universitas Sains Alqur an,Pendidikan Profesi Ners (Profesi)
Universitas Sains Alqur an,Perbankan Syariah (S1)
Universitas Sains Alqur an,PGMI (S1)
Universitas Sains Alqur an,Sastra Inggris (S1)
Universitas Sains Alqur an,Teknik Elektronika (D3)
Universitas Sains Alqur an,Teknik Informatika (S1)
Universitas Sains Alqur an,Teknik Mesin (S1)
Universitas Sains Alqur an,Teknik Sipil (S1)
Universitas Timbul Nusantara,Akuntansi (D3)
Universitas Timbul Nusantara,Akuntansi (S1)
Universitas Timbul Nusantara,Arsitektur (S1)
Universitas Timbul Nusantara,Biologi (S1)
Universitas Timbul Nusantara,Ilmu Hukum (S1)
Universitas Timbul Nusantara,Ilmu Komunikasi (S1)
Universitas Timbul Nusantara,Manajemen (S2)
Universitas Timbul Nusantara,Manajemen (S1)
Universitas Timbul Nusantara,Manajemen Perusahaan (D3)
Universitas Timbul Nusantara,Matematika (S1)
Universitas Timbul Nusantara,Perikanan (S1)
Universitas Timbul Nusantara,Sastra Inggris (S1)
Universitas Timbul Nusantara,Teknik Informatika (S1)
Universitas Timbul Nusantara,Teknik Sipil (S1)
Politeknik Negeri Banjarmasin,Administrasi Bisnis (D3)
Politeknik Negeri Banjarmasin,Akuntansi (D3)
Politeknik Negeri Banjarmasin,Akuntansi Lembaga Keuangan Syariah (D4)
Politeknik Negeri Banjarmasin,Alat Berat (D3)
Politeknik Negeri Banjarmasin,Bisnis Digital (D4)
Politeknik Negeri Banjarmasin,Elektronika (D3)
Politeknik Negeri Banjarmasin,Komputerisasi Akuntansi (D3)
Politeknik Negeri Banjarmasin,Manajemen Informatika (D3)
Politeknik Negeri Banjarmasin,Sistem Informasi Kota Cerdas (D4)
Politeknik Negeri Banjarmasin,Tata Operasi Dan Pemeliharaan Prediktif Alat Berat (D2)
Politeknik Negeri Banjarmasin,Teknik Bangunan Rawa (D4)
Politeknik Negeri Banjarmasin,Teknik Geodesi (D3)
Politeknik Negeri Banjarmasin,Teknik Informatika (D3)
Politeknik Negeri Banjarmasin,"Teknik Informatika, Kampus Kotawaringin Timur (D1)"
Politeknik Negeri Banjarmasin,Teknik Listrik (D3)
Politeknik Negeri Banjarmasin,Teknik Mesin (D3)
Politeknik Negeri Banjarmasin,Teknik Mesin Otomotif (D3)
Politeknik Negeri Banjarmasin,"Teknik Mesin, Kampus Kotawaringin Timur (D1)"
Politeknik Negeri Banjarmasin,Teknik Pertambangan (D3)
Politeknik Negeri Banjarmasin,Teknik Sipil (D3)
Politeknik Negeri Banjarmasin,Teknologi Rekayasa Geomatika Dan Survei (D4)
Politeknik Negeri Banjarmasin,Teknologi Rekayasa Konstruksi Jalan dan Jembatan (D4)
Politeknik Negeri Banjarmasin,Teknologi Rekayasa Otomasi (D4)
