Nama PT,Prodies
Universitas Negeri Surabaya,Pendidikan Profesi Dokter (Profesi)
Universitas Negeri Surabaya,Pendidikan Profesi Guru (Profesi)
Universitas Negeri Surabaya,Pendidikan Profesi Guru SD (Profesi)
Universitas Negeri Surabaya,Pendidikan Profesi Guru SMK (Profesi)
Universitas Negeri Surabaya,Pendidikan Sains (S2)
Universitas Negeri Surabaya,Pendidikan Sains (S1)
Universitas Negeri Surabaya,Pendidikan Sains (S3)
Universitas Negeri Surabaya,Pendidikan Sejarah (S1)
Universitas Negeri Surabaya,Pendidikan Seni (S3)
Universitas Negeri Surabaya,Pendidikan Seni Budaya (S2)
Universitas Negeri Surabaya,"Pendidikan Seni Drama, Tari Dan Musik (S1)"
Universitas Negeri Surabaya,Pendidikan Seni Rupa (S1)
Universitas Negeri Surabaya,Pendidikan Tata Boga (S1)
Universitas Negeri Surabaya,Pendidikan Tata Busana (S1)
Universitas Negeri Surabaya,Pendidikan Tata Niaga (S1)
Universitas Negeri Surabaya,Pendidikan Tata Rias (S1)
Universitas Negeri Surabaya,Pendidikan Tata Rias (Kampus Kabupaten Magetan) (S1)
Universitas Negeri Surabaya,Pendidikan Teknik Bangunan (S1)
Universitas Negeri Surabaya,Pendidikan Teknik Elektro (S1)
Universitas Negeri Surabaya,Pendidikan Teknik Mesin (S1)
Universitas Negeri Surabaya,Pendidikan Teknologi Dan Kejuruan (S2)
Universitas Negeri Surabaya,Pendidikan Teknologi Informasi (S1)
Universitas Negeri Surabaya,Pendidikan Teknologi Informasi (S2)
Universitas Negeri Surabaya,Pendidikan Vokasi (S3)
Universitas Negeri Surabaya,Penelitian dan Evaluasi Pendidikan (S3)
Universitas Negeri Surabaya,Perekonomian Islam dan Industri Halal (S2)
Universitas Negeri Surabaya,Perencanaan Wilayah dan Kota (S1)
Universitas Negeri Surabaya,Profesi Kebidanan (Profesi)
Universitas Negeri Surabaya,Psikologi (S1)
Universitas Negeri Surabaya,Psikologi (S2)
Universitas Negeri Surabaya,PSKGJ Pendidikan Bahasa Daerah (Jawa) (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Bahasa Inggris (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Bahasa Jerman (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Bahasa Sastra Indonesia dan Daerah (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Biologi (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Ekonomi (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Geografi (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Guru Pendidikan Anak Usia Dini (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD) (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Kepelatihan Olah Raga (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Kesejahteraan Keluarga (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Kimia (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Luar Biasa (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Matematika (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Pancasila dan Kewarganegaraan (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Sejarah (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Sendratasik (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Seni Rupa (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Teknik Bangunan (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Teknik Elektro (S1)
Universitas Negeri Surabaya,PSKGJ Pendidikan Teknik Mesin (S1)
Universitas Negeri Surabaya,Sains Aktuaria (S1)
Universitas Negeri Surabaya,Sains Data (S1)
Universitas Negeri Surabaya,Sastra Indonesia (S1)
Universitas Negeri Surabaya,Sastra Inggris (S1)
Universitas Negeri Surabaya,Sastra Inggris (Kampus Kabupaten Magetan) (S1)
Universitas Negeri Surabaya,Sastra Jerman (S1)
Universitas Negeri Surabaya,Seni Musik (S1)
Universitas Negeri Surabaya,Seni Rupa Murni (S1)
Universitas Negeri Surabaya,Sistem Informasi (S1)
Universitas Negeri Surabaya,Sosiologi (S1)
Universitas Negeri Surabaya,Tata Boga (D3)
Universitas Negeri Surabaya,Tata Boga (D4)
Universitas Negeri Surabaya,Tata Busana (D3)
Universitas Negeri Surabaya,Tata Busana (D4)
Universitas Negeri Surabaya,Teknik Elektro (S1)
Universitas Negeri Surabaya,Teknik Elektro (S2)
Universitas Negeri Surabaya,Teknik Informatika (S1)
Universitas Negeri Surabaya,Teknik Listrik (D4)
Universitas Negeri Surabaya,Teknik Listrik (D3)
Universitas Negeri Surabaya,Teknik Mesin (D3)
Universitas Negeri Surabaya,Teknik Mesin (D4)
Universitas Negeri Surabaya,Teknik Mesin (S1)
Universitas Negeri Surabaya,Teknik Sipil (D3)
Universitas Negeri Surabaya,Teknik Sipil (D4)
Universitas Negeri Surabaya,Teknik Sipil (S1)
Universitas Negeri Surabaya,Teknologi Pangan dan Hasil Pertanian (S1)
Universitas Negeri Surabaya,Teknologi Pendidikan (S2)
Universitas Negeri Surabaya,Teknologi Pendidikan (S1)
Universitas Negeri Surabaya,Teknologi Pendidikan (S3)
Universitas Negeri Surabaya,Teknologi Rekayasa Otomotif (D4)
Universitas Negeri Surabaya,Transportasi (D4)
Universitas Negeri Surabaya,Transportasi (D3)
Universitas 45 Surabaya,Akuntansi (S1)
Universitas 45 Surabaya,Hukum (S1)
Universitas 45 Surabaya,Kepariwisataan (D3)
Universitas 45 Surabaya,Manajemen (S1)
Universitas 45 Surabaya,Psikologi (S1)
Universitas 45 Surabaya,Teknik Industri (S1)
Universitas 45 Surabaya,Teknik Informatika (S1)
Universitas 45 Surabaya,Teknik Mesin (S1)
Universitas 45 Surabaya,Televisi dan Film (D3)
Sekolah Tinggi Ilmu Ekonomi Mahardhika,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Mahardhika,Bisnis Digital (S1)
Sekolah Tinggi Ilmu Ekonomi Mahardhika,Kewirausahaan (S1)
Sekolah Tinggi Ilmu Ekonomi Mahardhika,Manajemen (S1)
Sekolah Tinggi Ilmu Ekonomi Mahardhika,Manajemen (S2)
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Analis Kesehatan (D4)
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Profesi Ners (Profesi)
Institut Teknologi Padang,Teknik Elektro (S1)
Institut Teknologi Padang,Teknik Geodesi (S1)
Institut Teknologi Padang,Teknik Informatika (S1)
Institut Teknologi Padang,Teknik Lingkungan (S1)
Institut Teknologi Padang,Teknik Material (S1)
Institut Teknologi Padang,Teknik Mesin (D3)
Institut Teknologi Padang,Teknik Mesin (S1)
Institut Teknologi Padang,Teknik Sipil (S1)
Institut Teknologi Padang,Teknik Sipil (D3)
Institut Teknologi Padang,Teknik Sipil (S2)
Institut Teknologi Padang,Teknologi Listrik (D3)
Institut Teknologi Padang,Teknologi Rekayasa Instalasi Listrik (D4)
Institut Teknologi Padang,Teknologi Rekayasa Konstruksi Bangunan Gedung (D4)
Universitas Preston Indonesia,Ekonomi Pembangunan (S1)
Universitas Preston Indonesia,Fisika (S1)
Universitas Preston Indonesia,Hiperkes Dan Keselamatan Kerja (D3)
Universitas Preston Indonesia,Hubungan Masyarakat (D3)
Universitas Preston Indonesia,Ilmu Komunikasi (S1)
Universitas Preston Indonesia,Manajemen (S1)
Universitas Preston Indonesia,Matematika (S1)
Universitas Preston Indonesia,Sastra Inggris (S1)
Universitas Preston Indonesia,Sastra Jepang (S1)
Universitas Preston Indonesia,Sistem Informasi (S1)
Universitas Preston Indonesia,Teknik Industri (S1)
Universitas Preston Indonesia,Teknik Informatika (S1)
Universitas Preston Indonesia,Teknik Kimia (S1)
Universitas Preston Indonesia,Teknologi Hasil Pertanian (D3)
Universitas Preston Indonesia,Teknologi Kimia Analis Pertanian (D3)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Desain Produk (S1)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Perencanaan Wilayah dan Kota (S1)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Teknik Elektro (S1)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Teknik Industri (S1)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Teknik Informatika (S1)
Sekolah Tinggi Sains dan Teknologi Mnukwar,Teknik Sipil (S1)
Universitas Efarina,Analisis Kesehatan (D3)
Universitas Efarina,Farmasi (S1)
Universitas Efarina,Fisioterapi (D3)
Universitas Efarina,Ilmu Kesehatan Masyarakat (S1)
Universitas Efarina,Kebidanan (D3)
Universitas Efarina,Keperawatan (S1)
Universitas Efarina,Kesehatan Masyarakat (S2)
Universitas Efarina,Manajemen (S2)
Universitas Efarina,Manajemen (S1)
Universitas Efarina,Pariwisata (S1)
Universitas Efarina,Pendidikan Bahasa dan Sastra Indonesia (S1)
Universitas Efarina,Pendidikan Guru Sekolah Dasar (S1)
Universitas Efarina,Pendidikan Matematika (S1)
Universitas Efarina,Radiodiagnostik dan Radioterapi (D3)
Universitas Efarina,Teknik Elektro (S1)
Universitas Efarina,Teknik Informatika (S1)
Universitas Efarina,Teknik Lingkungan (S1)
Universitas Widya Gama Mahakam Samarinda,Administrasi Publik (S1)
Universitas Widya Gama Mahakam Samarinda,Agroteknologi (S1)
Universitas Widya Gama Mahakam Samarinda,Akuntansi (S1)
Universitas Widya Gama Mahakam Samarinda,Hukum (S1)
Universitas Widya Gama Mahakam Samarinda,Ilmu Administrasi Negara (S1)
Universitas Widya Gama Mahakam Samarinda,Ilmu Hukum (S1)
Universitas Widya Gama Mahakam Samarinda,Ilmu Komputer (S1)
Universitas Widya Gama Mahakam Samarinda,Kesehatan Masyarakat (S1)
Universitas Widya Gama Mahakam Samarinda,Keuangan Dan Perbankan Syari ah (D4)
Universitas Widya Gama Mahakam Samarinda,Manajemen (S1)
Universitas Widya Gama Mahakam Samarinda,Pendidikan Bahasa Inggris (S1)
Universitas Widya Gama Mahakam Samarinda,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
Universitas Widya Gama Mahakam Samarinda,Pendidikan Guru Sekolah Dasar (S1)
Sekolah Tinggi Ilmu Ekonomi Gentiaras,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Gentiaras,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Gentiaras,Manajemen (S1)
Sekolah Tinggi Ilmu Ekonomi Gentiaras,Manajemen Perpajakan (D3)
Akademi Keperawatan RSPAD Gatot Subroto,Keperawatan (D3)
Akademi Manajemen Indonesia Jayapura,Manajemen Pemasaran (D3)
Akademi Manajemen Indonesia Jayapura,Manajemen Perdagangan (D3)
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,Manajemen (S1)
Sekolah Tinggi Pariwisata Ars Internasional,Manajemen (S1)
Sekolah Tinggi Ilmu Kesehatan Surabaya,Ilmu Gizi (S1)
Sekolah Tinggi Ilmu Kesehatan Surabaya,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Surabaya,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Surabaya,Pendidikan Profesi Ners (Profesi)
Universitas Islam Negeri Syarif Hidayatullah,Agribisnis (S1)
Universitas Islam Negeri Syarif Hidayatullah,Agribisnis (S2)
Universitas Islam Negeri Syarif Hidayatullah,Akuntansi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Aqidah dan Filsafat Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Aqidah dan Filsafat Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Bahasa dan Sastra Arab (S2)
Universitas Islam Negeri Syarif Hidayatullah,Bahasa dan Sastra Arab (S1)
Universitas Islam Negeri Syarif Hidayatullah,Bimbingan Penyuluhan Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Biologi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Dirasat Islamiyah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Dirasat Islamiyah(Berbasis bahasa arab dan tahfidz Al-Quran) (S2)
Universitas Islam Negeri Syarif Hidayatullah,DMS Pendidikan Agama islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,DMS Pendidikan Guru Madrasah Ibtidaiyah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ekonomi Pembangunan (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ekonomi Syariah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ekonomi Syariah (S2)
Universitas Islam Negeri Syarif Hidayatullah,Farmasi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Fisika (S1)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Ekonomi Syari'ah (Mu'amalah) (S1)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Ekonomi Syariah (S2)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Keluarga (Ahwal Syakhsiyyah) (S2)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Keluarga (Akhwal Syaksiyah) (S1)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Pidana Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Hukum Tata Negara (Siyasah) (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Al-Qur'an dan Tafsir (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Al-Qur'an dan Tafsir (S2)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Biomedis (S2)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Hadis (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Hubungan Internasional (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Hukum (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Keperawatan (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Perpustakaan (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Politik (S2)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Politik (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Tasawuf (S1)
Universitas Islam Negeri Syarif Hidayatullah,Jurnalistik (S1)
Universitas Islam Negeri Syarif Hidayatullah,Kesehatan Masyarakat (S1)
Universitas Islam Negeri Syarif Hidayatullah,Kesejahteraan Sosial (S1)
Universitas Islam Negeri Syarif Hidayatullah,Kimia (S1)
Universitas Islam Negeri Syarif Hidayatullah,Komunikasi dan Penyiaran Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Komunikasi Penyiaran Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Manajemen (S1)
Universitas Islam Negeri Syarif Hidayatullah,Manajemen Dakwah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Manajemen Dakwah (S2)
Universitas Islam Negeri Syarif Hidayatullah,Manajemen Pendidikan (S1)
Universitas Islam Negeri Syarif Hidayatullah,Manajemen Pendidikan Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Matematika (S1)
Universitas Islam Negeri Syarif Hidayatullah,Ners (Profesi)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Agama Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Agama Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Agama Islam (S3)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Bahasa Arab (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Bahasa Arab (S2)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Bahasa Inggris (S2)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Dokter (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Islam Anak Usia Dini (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Matematika (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Profesi Guru (Profesi)
Universitas Islam Negeri Syarif Hidayatullah,Pengembangan Masyarakat Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pengkajian Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Pengkajian Islam (S3)
Universitas Islam Negeri Syarif Hidayatullah,Perbandingan Mazhab (S1)
Universitas Islam Negeri Syarif Hidayatullah,Perbankan Syariah (S3)
Universitas Islam Negeri Syarif Hidayatullah,Perbankan Syariah (S2)
Universitas Islam Negeri Syarif Hidayatullah,Perbankan syariah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Profesi Apoteker (Profesi)
Universitas Islam Negeri Syarif Hidayatullah,Profesi Dokter (Profesi)
Universitas Islam Negeri Syarif Hidayatullah,Psikologi (S2)
Universitas Islam Negeri Syarif Hidayatullah,Psikologi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Pulmonologi dan Kedokteran Respirasi (Sp-1)
Universitas Islam Negeri Syarif Hidayatullah,Sastra Inggris (S1)
Universitas Islam Negeri Syarif Hidayatullah,Sejarah dan Kebudayaan Islam (S2)
Universitas Islam Negeri Syarif Hidayatullah,Sejarah dan Peradaban Islam (S1)
Universitas Islam Negeri Syarif Hidayatullah,Sistem Informasi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Sosiologi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Sosiologi (S2)
Universitas Islam Negeri Syarif Hidayatullah,Studi Agama Agama (S1)
Universitas Islam Negeri Syarif Hidayatullah,Studi Agama-Agama (S2)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Bahasa Indonesia (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Bahasa Inggris (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Biologi (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Fisika (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Ilmu Pengetahuan Sosial (IPS) (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tadris Kimia (S1)
Universitas Islam Negeri Syarif Hidayatullah,Tarjamah (S1)
Universitas Islam Negeri Syarif Hidayatullah,Teknik Informatika (S1)
Universitas Islam Negeri Syarif Hidayatullah,Teknik Pertambangan (S1)
Universitas Islam Negeri Syarif Hidayatullah,Teknologi Informasi (S2)
Akademi Kebidanan Dewi Sartika Bandung,Kebidanan (D3)
STMIK Kaputama,Bisnis Digital (S1)
STMIK Kaputama,Komputerisasi Akuntansi (D3)
STMIK Kaputama,Manajemen Informatika (D3)
STMIK Kaputama,Sistem Informasi (S1)
STMIK Kaputama,Teknik Informatika (S1)
STMIK Kaputama,Teknik Informatika (D3)
STISIP Kartika Bangsa,Administrasi Publik (S2)
STISIP Kartika Bangsa,Administrasi Publik (S1)
STISIP Kartika Bangsa,Ilmu Administrasi Negara (S1)
STISIP Kartika Bangsa,Sosiologi (S1)
Akademi Keperawatan Columbia Asia,Keperawatan (D3)
Akademi Keperawatan Kabupaten Wajo Sulawesi Selatan,Keperawatan (D3)
STKIP Muhammadiyah Muara Bungo,Pendidikan Bahasa Inggris (S1)
STKIP Muhammadiyah Muara Bungo,Pendidikan Guru Sekolah Dasar (S1)
STKIP Muhammadiyah Muara Bungo,Pendidikan Teknologi Informasi (S1)
STKIP Muhammadiyah Muara Bungo,Pendidikan Vokasional Seni Kuliner (S1)
STKIP Muhammadiyah Muara Bungo,"Pendidikan, Jasmani Kesehatan dan Rekreasi (S1)"
Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,Manajemen (S1)
STIA Bina Nusantara Mandiri Pariaman,Administrasi Niaga (D3)
STIA Bina Nusantara Mandiri Pariaman,Ilmu Administrasi Negara (S1)
Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,Ekonomi Pembangunan (S1)
Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,Keuangan Dan Perbankan (D3)
Universitas Krisnadwipayana,Administrasi Publik (S1)
Universitas Krisnadwipayana,Akuntansi (S1)
Universitas Krisnadwipayana,Arsitektur (S1)
Universitas Krisnadwipayana,Ilmu Administrasi (S2)
Universitas Krisnadwipayana,Ilmu Administrasi Bisnis (S1)
Universitas Krisnadwipayana,Ilmu Hukum (S2)
Universitas Krisnadwipayana,Ilmu Hukum (S3)
Universitas Krisnadwipayana,Ilmu Hukum (S1)
Universitas Krisnadwipayana,Kajian Pembangunan Perkotaan & Wilayah (S2)
Universitas Krisnadwipayana,Manajemen (S1)
Universitas Krisnadwipayana,Manajemen (S2)
Universitas Krisnadwipayana,Manajemen Teknologi (S2)
Universitas Krisnadwipayana,Perencanaan Wilayah Dan Kota (S1)
Universitas Krisnadwipayana,Sistem Informasi (S1)
Universitas Krisnadwipayana,Teknik Elektro (S1)
Universitas Krisnadwipayana,Teknik Industri (S1)
Universitas Krisnadwipayana,Teknik Informatika (S1)
Universitas Krisnadwipayana,Teknik Mesin (S1)
Universitas Krisnadwipayana,Teknik Sipil (S1)
Akademi Kebidanan Sandi Karsa,Kebidanan (D3)
STT Jemaat Kristus Indonesia Salatiga,Teologi (Akademik) (S1)
Politeknik Harapan Bersama,Akuntansi (D3)
Politeknik Harapan Bersama,Akuntansi Sektor Publik (D4)
Politeknik Harapan Bersama,Desain Komunikasi Visual (D3)
Politeknik Harapan Bersama,Farmasi (D3)
Politeknik Harapan Bersama,Kebidanan (D3)
Politeknik Harapan Bersama,Kebidanan (D4)
Politeknik Harapan Bersama,Keperawatan (D3)
Politeknik Harapan Bersama,Pendidikan Profesi Bidan (Profesi)
Politeknik Harapan Bersama,Pendidikan Profesi Bidan (Profesi)
Politeknik Harapan Bersama,Perhotelan (D3)
Politeknik Harapan Bersama,Teknik Elektronika (D3)
Politeknik Harapan Bersama,Teknik Informatika (D4)
Politeknik Harapan Bersama,Teknik Komputer (D3)
Politeknik Harapan Bersama,Teknik Mesin (D3)
Universitas Teuku Umar,Agribisnis (S1)
Universitas Teuku Umar,Agroteknologi (S1)
Universitas Teuku Umar,Akuakultur (S1)
Universitas Teuku Umar,Akuntansi (S1)
Universitas Teuku Umar,Bahasa dan Kebudayaan Inggris (S1)
Universitas Teuku Umar,Bisnis Digital (S1)
Universitas Teuku Umar,Ekonomi Pembangunan (S2)
Universitas Teuku Umar,Ekonomi Pembangunan (S1)
Universitas Teuku Umar,Gizi (S1)
Universitas Teuku Umar,Ilmu Administrasi Negara (S1)
Universitas Teuku Umar,Ilmu Hukum (S1)
Universitas Teuku Umar,Ilmu Kelautan (S1)
Universitas Teuku Umar,Ilmu Komunikasi (S1)
Universitas Teuku Umar,Ilmu Perikanan (S2)
Universitas Teuku Umar,Ilmu Pertanian (S2)
Universitas Teuku Umar,Kesehatan Masyarakat (S1)
Universitas Teuku Umar,Keselamatan dan Kesehatan Kerja (S1)
Universitas Teuku Umar,Manajemen (S1)
Universitas Teuku Umar,Perikanan (S1)
Universitas Teuku Umar,Peternakan (S1)
Universitas Teuku Umar,Sosiologi (S2)
Universitas Teuku Umar,Sosiologi (S1)
Universitas Teuku Umar,Sumber Daya Akuatik (S1)
Universitas Teuku Umar,Teknik Industri (S1)
Universitas Teuku Umar,Teknik Mesin (S1)
Universitas Teuku Umar,Teknik Sipil (S1)
Universitas Teuku Umar,Teknologi Hasil Pertanian (S1)
Universitas Teuku Umar,Teknologi Informasi (S1)
Akademi Teknologi Grafika Trisakti,Desain Grafis (D3)
Akademi Teknologi Grafika Trisakti,Teknik Grafika (D3)
Institut Keguruan Dan Ilmu Pendidikan Mataram,Administrasi Pendidikan (S1)
Institut Keguruan Dan Ilmu Pendidikan Mataram,Bimbingan Dan Konseling (S1)
